,Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,valcrop
776,2012,Mangalore,7501,233.0,27.0,Loam,Drip,3550.0,54.5,Coffee,43311,6
777,2013,Mangalore,7714,233.0,27.0,Loam,Drip,109.0,56.6,Coffee,24848,6
778,2014,Mangalore,7856,234.0,27.0,Loam,Drip,3368.0,55.5,Coffee,761,6
779,2015,Mangalore,32,234.0,27.0,Loam,Drip,3671.0,58.5,Coffee,45608,6
780,2016,Mangalore,1,234.0,27.2,Loam,Drip,2404.0,59.5,Coffee,234581,6
781,2017,Mangalore,30,3105.0,27.2,Loam,Drip,2805.0,55.0,Coffee,646,6
782,2018,Mangalore,6,3105.0,27.2,Loam,Drip,2331.0,53.0,Coffee,43562,6
783,2004,Mangalore,15,3105.0,27.1,Loam,Drip,2088.0,53.5,Coffee,200000,6
784,2005,Mangalore,4,236.0,27.1,Loam,Drip,2628.0,52.5,Coffee,4847,6
785,2006,Mangalore,39,236.0,27.1,Loam,Drip,1939.0,56.0,Coffee,51239,6
786,2007,Mangalore,6,2903.1,26.8,Loam,Drip,1871.0,57.0,Coffee,216396,6
787,2008,Mangalore,12,2903.1,26.8,Loam,Drip,1868.0,57.5,Coffee,2644,6
788,2009,Mangalore,3,2903.1,26.8,Loam,Drip,127919.0,57.0,Cardamum,44235,2
789,2010,Mangalore,17,2996.6,37.0,Sandy loam ,Drip,75340.0,55.0,Cardamum,203317,2
790,2011,Mangalore,3,2996.6,37.0,Sandy loam ,Drip,29170.0,56.0,Cardamum,2134,2
791,2012,Mangalore,9,2996.6,37.0,Sandy loam ,Drip,1901.0,54.0,Cardamum,45186,2
792,2013,Mangalore,21,3522.8,38.0,Sandy loam ,Drip,972.0,58.0,Cardamum,238542,2
793,2014,Mangalore,11,3522.8,38.0,Sandy loam ,Drip,874.0,58.0,Cardamum,1516,2
794,2015,Mangalore,4,3522.8,38.0,Clay loam,Drip,592.0,59.0,Cardamum,57259,2
795,2016,Mangalore,15,2903.1,39.0,Clay loam,Drip,864.0,50.0,Cardamum,234779,2
796,2017,Mangalore,8,2903.1,39.0,Clay loam,Drip,5373.0,54.0,Cardamum,1493,2
797,2018,Mangalore,29,2903.1,39.0,Clay loam,Drip,6589.0,53.0,Cardamum,64409,2
798,2004,Mangalore,1,2996.6,40.0,Clay loam,Drip,5107.0,52.0,Cardamum,249978,2
799,2005,Mangalore,13736,2996.6,40.0,Clay loam,Drip,5518.0,51.0,Cardamum,637,2
800,2006,Mangalore,14003,2996.6,40.0,Laterite,Drip,4912.0,57.0,Cardamum,43311,2
801,2007,Mangalore,14179,3522.8,41.0,Laterite,Drip,3830.0,57.0,Cardamum,24848,2
802,2008,Mangalore,14319,3522.8,41.0,Laterite,Drip,4.0,60.0,Cardamum,761,2
803,2009,Mangalore,14464,3522.8,41.0,Laterite,Drip,9.0,57.0,Pepper,45608,10
804,2010,Mangalore,14876,3729.8,42.0,Laterite,Drip,12.0,57.0,Pepper,234581,10
805,2011,Mangalore,14976,3729.8,42.0,Laterite,Drip,2089.0,54.0,Pepper,646,10
806,2012,Mangalore,15009,3729.8,42.0,Laterite,Drip,2810.0,54.5,Pepper,43562,10
807,2013,Mangalore,15114,2746.2,43.0,Laterite,Drip,841.0,56.6,Pepper,200000,10
808,2014,Mangalore,16224,2746.2,43.0,Laterite,Drip,3550.0,55.5,Pepper,4847,10
809,2015,Mangalore,17095,2746.2,27.0,Laterite,Drip,109.0,58.5,Pepper,51239,10
810,2016,Mangalore,17512,3360.0,27.0,Laterite,Drip,3368.0,59.5,Pepper,216396,10
811,2017,Mangalore,17587,3360.0,27.0,Laterite,Basin,3671.0,55.0,Pepper,2644,10
812,2018,Mangalore,17771,3360.0,27.0,Laterite,Basin,2404.0,53.0,Pepper,44235,10
813,2004,Mangalore,17825,3605.4,27.0,Laterite,Basin,2805.0,53.5,Pepper,203317,10
814,2005,Mangalore,3147,3605.4,27.0,Laterite,Basin,2331.0,52.5,Pepper,2134,10
815,2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,2088.0,56.0,Pepper,45186,10
816,2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,2628.0,57.0,Pepper,238542,10
817,2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,1939.0,57.5,Pepper,1516,10
818,2009,Kodagu,4,3512.4,27.0,Laterite,Basin,1871.0,57.0,Arecanut,200000,0
819,2010,Kodagu,1122,3296.0,27.0,Laterite,Basin,1868.0,55.0,Arecanut,4847,0
820,2011,Kodagu,917,3296.0,27.0,Laterite,Basin,127919.0,56.0,Arecanut,51239,0
821,2012,Kodagu,819,3296.0,27.0,Laterite,Basin,75340.0,54.0,Arecanut,216396,0
822,2013,Kodagu,619,3550.0,27.0,Laterite,Basin,29170.0,58.0,Arecanut,2644,0
823,2014,Kodagu,391,3550.0,27.0,Laterite,Basin,1901.0,58.0,Arecanut,44235,0
824,2015,Kodagu,211,3550.0,27.2,Laterite,Basin,972.0,59.0,Arecanut,203317,0
825,2016,Kodagu,153,3654.0,27.2,Laterite,Basin,874.0,50.0,Arecanut,2134,0
826,2017,Kodagu,111,3654.0,27.2,Laterite,Basin,592.0,54.0,Arecanut,45186,0
827,2018,Kodagu,76,3654.0,27.1,Laterite,Basin,864.0,53.0,Arecanut,238542,0
828,2019,Kodagu,53,233.0,27.1,Laterite,Basin,5373.0,52.0,Arecanut,1516,0
829,2004,Kodagu,2688,233.0,27.1,Laterite,Basin,6589.0,51.0,Arecanut,57259,0
830,2005,Kodagu,2311,233.0,26.8,Laterite,Basin,5107.0,57.0,Arecanut,234779,0
831,2006,Kodagu,2188,234.0,26.8,Laterite,Basin,5518.0,57.0,Arecanut,1493,0
832,2007,Kodagu,1998,234.0,26.8,Laterite,Basin,4912.0,60.0,Arecanut,64409,0
833,2008,Kodagu,2006,234.0,37.0,Laterite,Basin,3830.0,57.0,Ginger,249978,7
834,2009,Kodagu,2034,3105.0,37.0,Laterite,Basin,4.0,57.0,Ginger,637,7
835,2010,Kodagu,2035,3105.0,37.0,Laterite,Basin,9.0,54.0,Ginger,43311,7
836,2011,Kodagu,2074,3105.0,38.0,Laterite,Basin,12.0,54.5,Ginger,24848,7
837,2012,Kodagu,2127,236.0,38.0,Laterite,Basin,2089.0,56.6,Ginger,761,7
838,2013,Mysuru,2090,236.0,38.0,Laterite,Basin,2810.0,55.5,Ginger,45608,7
839,2014,Mysuru,2059,2903.1,39.0,Laterite,Basin,841.0,58.5,Ginger,234581,7
840,2015,Mysuru,2050,2903.1,39.0,Laterite,Basin,3550.0,59.5,Ginger,646,7
841,2016,Mysuru,1865,2903.1,39.0,Laterite,Basin,109.0,55.0,Ginger,43562,7
842,2017,Mysuru,1841,2996.6,40.0,Laterite,Basin,3368.0,53.0,Ginger,200000,7
843,2018,Mysuru,1799,2996.6,40.0,Laterite,Basin,3671.0,53.5,Ginger,4847,7
844,2012,Mysuru,1468,2996.6,40.0,Laterite,Basin,2404.0,52.5,Ginger,51239,7
845,2013,Mysuru,568,3522.8,41.0,Laterite,Basin,2805.0,56.0,Ginger,216396,7
846,2014,Mysuru,407,3522.8,41.0,Laterite,Basin,2331.0,57.0,Ginger,2644,7
847,2015,Mysuru,177,3522.8,41.0,Laterite,Basin,2088.0,57.5,Ginger,44235,7
848,2016,Mysuru,51,2903.1,42.0,Laterite,Basin,2628.0,57.0,Tea,203317,11
849,2017,Mysuru,173,2903.1,42.0,Sandy loam ,Basin,1939.0,55.0,Tea,2134,11
850,2018,Mysuru,201,2903.1,42.0,Sandy loam ,Basin,1871.0,56.0,Tea,45186,11
851,2019,Mysuru,206,2996.6,43.0,Sandy loam ,Basin,1868.0,54.0,Tea,238542,11
852,2004,Mysuru,243,2996.6,27.0,Sandy loam ,Basin,127919.0,58.0,Tea,1516,11
853,2005,Mysuru,123,2996.6,27.0,Sandy loam ,Basin,75340.0,58.0,Tea,57259,11
854,2006,Mysuru,82,3522.8,27.0,Sandy loam ,Spray,29170.0,59.0,Tea,234779,11
855,2007,Mysuru,74,3522.8,27.0,Sandy loam ,Spray,1901.0,50.0,Tea,1493,11
856,2008,Mysuru,18,3522.8,27.0,Sandy loam ,Spray,972.0,54.0,Tea,64409,11
857,2009,Kasaragodu,37,3729.8,27.0,Sandy loam ,Spray,874.0,53.0,Tea,249978,11
858,2010,Kasaragodu,35,3729.8,27.2,Sandy loam ,Spray,592.0,52.0,Tea,637,11
859,2011,Kasaragodu,5974,3729.8,27.2,Sandy loam ,Spray,864.0,51.0,Tea,43311,11
860,2012,Kasaragodu,6631,2746.2,27.2,Sandy loam ,Spray,5373.0,57.0,Tea,24848,11
861,2013,Kasaragodu,6705,2746.2,27.0,Sandy loam ,Spray,6589.0,57.0,Tea,761,11
862,2014,Kasaragodu,5876,2746.2,27.0,Sandy loam ,Spray,5107.0,60.0,Tea,45608,11
863,2015,Kasaragodu,326,3360.0,27.0,Sandy loam ,Spray,5518.0,57.0,Paddy,234581,9
864,2016,Kasaragodu,6470,3360.0,27.0,Sandy loam ,Spray,4912.0,57.0,Paddy,646,9
865,2017,Kasaragodu,6709,3360.0,27.0,Sandy loam ,Spray,3830.0,54.0,Paddy,43562,9
866,2018,Kasaragodu,6186,3605.4,27.0,Sandy loam ,Spray,313547.0,54.5,Paddy,200000,9
867,2011,Kasaragodu,6503,3605.4,27.2,Sandy loam ,Spray,2783.0,56.6,Paddy,4847,9
868,2012,Kasaragodu,5220,2903.1,27.2,Sandy loam ,Spray,1533.0,55.5,Paddy,51239,9
869,2013,Kasaragodu,4677,2903.1,27.2,Sandy loam ,Spray,1647.0,58.5,Paddy,216396,9
870,2014,Kasaragodu,4803,2903.1,27.1,Sandy loam ,Spray,975.0,59.5,Paddy,2644,9
871,2015,Kasaragodu,3739,2996.6,27.1,Sandy loam ,Spray,2.0,55.0,Paddy,44235,9
872,2016,Kasaragodu,3529,2996.6,27.1,Sandy loam ,Spray,836.0,53.0,Paddy,203317,9
873,2017,Kasaragodu,3649,2996.6,26.8,Sandy loam ,Spray,806.0,53.5,Paddy,2134,9
874,2018,Kasaragodu,1374,3522.8,26.8,Sandy loam ,Spray,880.0,52.5,Paddy,45186,9
875,2004,Kasaragodu,933,3522.8,26.8,Sandy loam ,Spray,770.0,56.0,Paddy,238542,9
876,2005,Kasaragodu,345,3522.8,37.0,Sandy loam ,Spray,395.0,57.0,Paddy,1516,9
877,2006,Kasaragodu,29,3729.8,37.0,Sandy loam ,Spray,187.0,57.5,Paddy,200000,9
878,2007,Kasaragodu,11,2903.1,37.0,Sandy loam ,Spray,187.0,57.0,Groundnut,4847,8
879,2008,Kasaragodu,10,2903.1,38.0,Sandy loam ,Spray,121.0,55.0,Groundnut,51239,8
880,2009,Kasaragodu,7,2903.1,38.0,Sandy loam ,Spray,103.0,56.0,Groundnut,216396,8
881,2010,Kasaragodu,10,2996.6,38.0,Sandy loam ,Spray,71.0,54.0,Groundnut,2644,8
882,2011,Kasaragodu,56,2996.6,39.0,Sandy loam ,Spray,3961.0,58.0,Groundnut,44235,8
883,2012,Kasaragodu,68,2996.6,39.0,Sandy loam ,Spray,4247.0,58.0,Groundnut,203317,8
884,2013,Kasaragodu,56,3522.8,39.0,Sandy loam ,Spray,3290.0,59.0,Groundnut,2134,8
885,2014,Kasaragodu,66,3522.8,40.0,Sandy loam ,Spray,3138.0,50.0,Groundnut,45186,8
886,2015,Kasaragodu,55,3522.8,40.0,Sandy loam ,Spray,3423.0,54.0,Groundnut,238542,8
887,2016,Kasaragodu,42,3729.8,40.0,Sandy loam ,Spray,3899.0,53.0,Groundnut,1516,8
888,2017,Kasaragodu,51179,3729.8,41.0,Sandy loam ,Spray,4015.0,52.0,Groundnut,57259,8
889,2018,Raichur,468,3729.8,41.0,Sandy loam ,Spray,4279.0,51.0,Groundnut,234779,8
890,2004,Raichur,11841,2746.2,41.0,Sandy loam ,Spray,4167.0,57.0,Groundnut,1493,8
891,2005,Raichur,50975,2746.2,42.0,Sandy loam ,Spray,4479.0,57.0,Groundnut,64409,8
892,2012,Raichur,206,2746.2,42.0,Sandy loam ,Spray,3699.0,60.0,Groundnut,249978,8
893,2013,Raichur,10922,3360.0,42.0,Sandy loam ,Spray,4904.0,57.0,Blackgram,637,1
894,2014,Raichur,51390,3360.0,43.0,Sandy loam ,Spray,2821.0,57.0,Blackgram,43311,1
895,2015,Raichur,177,3360.0,43.0,Sandy loam ,Spray,3472.0,54.0,Blackgram,24848,1
896,2016,Raichur,10723,3605.4,128.0,Sandy loam ,Spray,3647.0,54.5,Blackgram,761,1
897,2017,Raichur,51709,3605.4,129.0,Sandy loam ,Spray,393.0,56.6,Blackgram,45608,1
898,2018,Raichur,146,3605.4,130.0,Sandy loam ,Drip,167.0,55.5,Blackgram,234581,1
899,2004,Raichur,10910,3512.4,131.0,Sandy loam ,Drip,71.0,58.5,Blackgram,646,1
900,2005,Raichur,51355,3512.4,132.0,Black,Drip,52.0,59.5,Blackgram,43562,1
901,2006,Raichur,160,3512.4,133.0,Black,Drip,313547.0,55.0,Blackgram,200000,1
902,2007,Raichur,10912,3296.0,134.0,Black,Drip,2783.0,53.0,Blackgram,4847,1
903,2008,Raichur,51353,3296.0,135.0,Black,Drip,1533.0,53.5,Blackgram,51239,1
904,2009,Raichur,142,3296.0,136.0,Black,Drip,1647.0,52.5,Blackgram,216396,1
905,2010,Raichur,10505,3550.0,137.0,Black,Drip,975.0,56.0,Blackgram,2644,1
906,2011,Raichur,51040,3550.0,138.0,Black,Drip,2.0,59.5,Blackgram,44235,1
907,2012,Raichur,154,3550.0,139.0,Black,Drip,836.0,55.0,Blackgram,203317,1
908,2013,Raichur,10318,3654.0,140.0,Black,Drip,806.0,53.0,Cashew,2134,3
909,2014,Raichur,48083,3654.0,141.0,Black,Drip,880.0,53.5,Cashew,45186,3
910,2015,Raichur,143,3654.0,142.0,Black,Drip,770.0,52.5,Cashew,238542,3
911,2016,Raichur,9283,233.0,143.0,Black,Drip,395.0,56.0,Cashew,1516,3
912,2017,Raichur,47200,233.0,144.0,Black,Drip,187.0,57.0,Cashew,57259,3
913,2018,Raichur,158,233.0,27.0,Black,Drip,187.0,57.5,Cashew,234779,3
914,2019,Raichur,8982,234.0,27.0,Black,Drip,121.0,57.0,Cashew,1493,3
915,2004,Raichur,46990,234.0,27.0,Black,Drip,103.0,55.0,Cashew,64409,3
916,2013,Gulbarga,103,234.0,27.0,Black,Drip,71.0,56.0,Cashew,249978,3
917,2014,Gulbarga,8239,3105.0,27.0,Black,Drip,3961.0,54.0,Cashew,637,3
918,2015,Gulbarga,44563,3105.0,27.0,Black,Drip,4247.0,58.0,Cashew,43311,3
919,2016,Gulbarga,96,3105.0,27.2,Black,Drip,3290.0,58.0,Cashew,24848,3
920,2017,Gulbarga,6949,236.0,27.2,Black,Drip,3138.0,59.0,Cashew,761,3
921,2018,Gulbarga,44663,236.0,27.2,Black,Drip,3423.0,50.0,Cashew,45608,3
922,2004,Gulbarga,110,2903.1,27.0,Black,Drip,3899.0,54.0,Cashew,234581,3
923,2005,Gulbarga,6824,2903.1,27.0,Black,Drip,4015.0,53.0,Coconut,646,5
924,2006,Gulbarga,43013,2903.1,27.0,Black,Drip,4279.0,59.5,Coconut,43562,5
925,2007,Gulbarga,95,2996.6,27.0,Red,Drip,4167.0,55.0,Coconut,200000,5
926,2008,Gulbarga,6441,2996.6,27.0,Red,Drip,4479.0,53.0,Coconut,4847,5
927,2009,Gulbarga,4012,2996.6,27.0,Red,Drip,3699.0,53.5,Coconut,51239,5
928,2010,Gulbarga,4877,3522.8,27.2,Red,Drip,4904.0,52.5,Coconut,216396,5
929,2011,Gulbarga,4930,3522.8,27.2,Red,Drip,2821.0,56.0,Coconut,2644,5
930,2012,Gulbarga,4954,3522.8,27.2,Red,Drip,3472.0,57.0,Coconut,44235,5
931,2013,Gulbarga,5019,3729.8,27.1,Red,Drip,3647.0,57.5,Coconut,203317,5
932,2014,Gulbarga,5127,3729.8,27.1,Red,Drip,393.0,57.0,Coconut,2134,5
933,2015,Gulbarga,5174,3729.8,27.1,Red,Drip,167.0,55.0,Coconut,45186,5
934,2016,Gulbarga,5294,2746.2,26.8,Red,Drip,71.0,56.0,Coconut,238542,5
935,2017,Gulbarga,5474,2746.2,26.8,Red,Drip,52.0,54.0,Coconut,1516,5
936,2018,Gulbarga,5864,2746.2,26.8,Red,Drip,2570.0,58.0,Coconut,200000,5
937,2013,Gulbarga,7028,3360.0,37.0,Red,Drip,27170.0,58.0,Coconut,4847,5
938,2014,Gulbarga,7403,3360.0,37.0,Red,Drip,114744.0,59.0,Coconut,51239,5
939,2015,Gulbarga,7501,3360.0,37.0,Red,Drip,1402.0,50.0,Ginger,216396,7
940,2016,Gulbarga,7714,3605.4,38.0,Red,Drip,23456.0,54.0,Ginger,2644,7
941,2017,Gulbarga,7856,3605.4,38.0,Red,Drip,107809.0,53.0,Ginger,44235,7
942,2018,Gulbarga,32,3605.4,38.0,Red,Basin,1132.0,59.5,Ginger,203317,7
943,2004,Gulbarga,1,3512.4,39.0,Red,Basin,23960.0,55.0,Ginger,2134,7
944,2005,Gulbarga,30,3512.4,39.0,Red,Basin,126487.0,53.0,Ginger,45186,7
945,2006,Gulbarga,6,3512.4,39.0,Red,Basin,804.0,53.5,Ginger,238542,7
946,2007,Gulbarga,15,3296.0,40.0,Red,Basin,30362.0,52.5,Ginger,1516,7
947,2008,Gulbarga,4,3296.0,40.0,Red,Basin,124492.0,56.0,Ginger,57259,7
948,2009,Gulbarga,39,3296.0,40.0,Red,Basin,792.0,57.0,Ginger,234779,7
949,2010,Gulbarga,6,3550.0,41.0,Red,Basin,34153.0,57.5,Ginger,1493,7
950,2011,Gulbarga,12,3550.0,41.0,Alluvial,Basin,2570.0,57.0,Ginger,64409,7
951,2012,Gulbarga,3,3550.0,41.0,Alluvial,Basin,27170.0,55.0,Ginger,249978,7
952,2013,Gulbarga,17,3654.0,42.0,Alluvial,Basin,114744.0,56.0,Ginger,637,7
953,2014,Gulbarga,3,3654.0,42.0,Alluvial,Basin,1402.0,54.0,Ginger,43311,7
954,2015,Gulbarga,9,3654.0,42.0,Alluvial,Drip,23456.0,57.0,Coconut,200000,5
955,2016,Madikeri,21,233.0,43.0,Alluvial,Drip,107809.0,57.5,Coconut,4847,5
956,2017,Madikeri,11,233.0,43.0,Alluvial,Drip,1132.0,57.0,Coconut,51239,5
957,2018,Madikeri,4,233.0,27.0,Alluvial,Drip,23960.0,55.0,Coconut,216396,5
958,2015,Madikeri,15,234.0,27.0,Alluvial,Drip,126487.0,56.0,Coconut,2644,5
959,2016,Madikeri,8,234.0,27.0,Alluvial,Drip,804.0,54.0,Coconut,44235,5
960,2017,Madikeri,29,234.0,27.0,Alluvial,Drip,30362.0,58.0,Coconut,203317,5
961,2018,Madikeri,1,3105.0,27.0,Alluvial,Drip,124492.0,58.0,Coconut,2134,5
962,2013,Madikeri,13736,3105.0,27.0,Alluvial,Drip,792.0,59.0,Coconut,45186,5
963,2014,Madikeri,14003,3105.0,27.2,Alluvial,Drip,34153.0,50.0,Coconut,238542,5
964,2015,Madikeri,14179,236.0,27.2,Alluvial,Drip,132551.0,54.0,Coconut,1516,5
965,2016,Madikeri,14319,2903.1,27.2,Alluvial,Drip,338.0,53.0,Coconut,57259,5
966,2017,Madikeri,14464,2903.1,27.0,Alluvial,Drip,22966.0,52.0,Coconut,234779,5
967,2018,Madikeri,14876,2903.1,27.0,Alluvial,Drip,131763.0,51.0,Coconut,1493,5
968,2004,Madikeri,14976,2996.6,27.0,Alluvial,Drip,404.0,57.0,Coconut,64409,5
969,2005,Madikeri,15009,2996.6,27.0,Alluvial,Drip,24184.0,57.0,Coconut,249978,5
970,2006,Madikeri,15114,2996.6,27.0,Alluvial,Drip,124387.0,60.0,Coconut,637,5
971,2007,Madikeri,16224,3522.8,27.0,Alluvial,Drip,343.0,57.0,Coconut,43311,5
972,2008,Madikeri,17095,3522.8,27.2,Alluvial,Drip,23099.0,57.0,Coconut,24848,5
973,2009,Madikeri,17512,3522.8,27.2,Alluvial,Drip,117825.84,54.0,Coconut,761,5
974,2010,Madikeri,17587,3729.8,27.2,Alluvial,Drip,336.0,54.5,Coconut,45608,5
975,2011,Madikeri,17771,3729.8,27.1,Arid and Desert,Drip,22594.0,56.6,Coconut,234581,5
976,2012,Madikeri,17825,3729.8,27.1,Arid and Desert,Drip,116481.07,55.5,Coconut,646,5
977,2013,Madikeri,3147,2746.2,27.1,Arid and Desert,Drip,316.0,58.5,Coconut,43562,5
978,2014,Madikeri,2578,2746.2,26.8,Arid and Desert,Drip,21400.0,59.5,Coconut,200000,5
979,2015,Madikeri,1591,2746.2,26.8,Arid and Desert,Drip,122102.0,55.0,Coconut,4847,5
980,2016,Madikeri,1298,3360.0,26.8,Arid and Desert,Drip,382.0,53.0,Coconut,51239,5
981,2017,Madikeri,4,3360.0,37.0,Arid and Desert,Drip,19578.0,53.5,Coconut,216396,5
982,2016,Madikeri,1122,3360.0,37.0,Arid and Desert,Drip,121037.0,52.5,Coconut,2644,5
983,2017,Madikeri,917,3605.4,37.0,Arid and Desert,Drip,231.0,56.0,Coconut,44235,5
984,2018,Madikeri,819,3605.4,38.0,Arid and Desert,Drip,18951.0,57.0,Coconut,203317,5
985,2013,Madikeri,619,3605.4,38.0,Arid and Desert,Drip,110579.0,57.5,Coconut,2134,5
986,2014,Madikeri,391,3512.4,38.0,Arid and Desert,Drip,221.0,57.0,Coconut,45186,5
987,2015,Madikeri,211,3512.4,39.0,Arid and Desert,Drip,15362.0,55.0,Coconut,238542,5
988,2016,Chikmangaluru,153,3512.4,39.0,Arid and Desert,Drip,120373.0,56.0,Coconut,1516,5
989,2017,Chikmangaluru,111,3296.0,39.0,Arid and Desert,Drip,291.0,54.0,Coconut,57259,5
990,2018,Chikmangaluru,76,3296.0,40.0,Arid and Desert,Drip,17231.0,58.0,Coconut,234779,5
991,2004,Chikmangaluru,53,3296.0,40.0,Arid and Desert,Drip,119359.0,58.0,Coconut,1493,5
992,2005,Chikmangaluru,2688,3550.0,40.0,Arid and Desert,Drip,283.0,59.0,Coconut,64409,5
993,2006,Chikmangaluru,2311,3550.0,41.0,Arid and Desert,Drip,17690.0,50.0,Coconut,249978,5
994,2007,Chikmangaluru,2188,3550.0,41.0,Arid and Desert,Drip,7157.0,54.0,Coconut,637,5
995,2008,Chikmangaluru,1998,3654.0,41.0,Arid and Desert,Drip,8700.0,53.0,Coconut,43311,5
996,2009,Chikmangaluru,2006,3654.0,42.0,Arid and Desert,Drip,41266.0,52.0,Coconut,24848,5
997,2010,Chikmangaluru,2034,3654.0,42.0,Arid and Desert,Drip,8838.0,51.0,Coconut,761,5
998,2011,Chikmangaluru,2035,233.0,42.0,Arid and Desert,Basin,8954.0,57.0,Coconut,45608,5
999,2012,Chikmangaluru,2074,233.0,43.0,Arid and Desert,Basin,42915.0,57.0,Coconut,234581,5
1000,2013,Chikmangaluru,2127,233.0,27.0,Black,Basin,9230.0,60.0,Coconut,646,5
1001,2014,Chikmangaluru,2090,234.0,27.0,Black,Basin,44313.0,57.0,Coconut,43562,5
1002,2015,Chikmangaluru,2059,234.0,27.0,Black,Basin,45820.0,57.0,Coconut,200000,5
1003,2016,Chikmangaluru,2050,234.0,27.0,Black,Basin,49084.0,54.0,Coconut,4847,5
1004,2017,Chikmangaluru,1865,3105.0,27.0,Black,Basin,86311.0,54.5,Coconut,51239,5
1005,2016,Chikmangaluru,1841,3105.0,27.0,Black,Basin,57642.0,56.6,Coconut,216396,5
1006,2017,Chikmangaluru,1799,3105.0,27.2,Black,Basin,58405.0,55.5,Coconut,2644,5
1007,2016,Chikmangaluru,1468,236.0,27.2,Black,Basin,60751.0,58.5,Coconut,44235,5
1008,2017,Chikmangaluru,568,236.0,27.2,Black,Basin,109506.0,59.5,Coconut,203317,5
1009,2018,Chikmangaluru,407,321.0,27.0,Black,Basin,114.0,55.0,Coconut,2134,5
1010,2013,Chikmangaluru,177,3654.0,27.0,Black,Basin,3.0,53.0,Coconut,45186,5
1011,2014,Chikmangaluru,51,323.0,27.0,Black,Basin,95.0,53.5,Coconut,238542,5
1012,2015,Chikmangaluru,173,324.0,27.0,Black,Basin,19.0,52.5,Coconut,1516,5
1013,2016,Chikmangaluru,201,3105.0,27.0,Black,Basin,54.0,56.0,Coconut,57259,5
1014,2017,Chikmangaluru,206,326.0,27.0,Black,Basin,13.0,57.0,Coconut,234779,5
1015,2018,Chikmangaluru,243,327.0,27.2,Black,Basin,123.0,57.5,Coconut,1493,5
1016,2004,Chikmangaluru,123,328.0,27.2,Black,Basin,19.0,57.0,Coconut,64409,5
1017,2005,Chikmangaluru,82,2903.1,27.2,Black,Basin,32.0,55.0,Coconut,249978,5
1018,2006,Chikmangaluru,74,2903.1,27.1,Black,Basin,8.0,56.0,Coconut,200000,5
1019,2007,Chikmangaluru,18,2903.1,27.1,Black,Basin,50.0,54.0,Coconut,4847,5
1020,2008,Chikmangaluru,37,2996.6,27.1,Black,Basin,10.0,58.0,Coconut,51239,5
1021,2009,Chikmangaluru,35,2996.6,26.8,Black,Basin,29.0,58.0,Coconut,216396,5
1022,2010,Chikmangaluru,5974,2996.6,26.8,Black,Basin,44.0,59.0,Coconut,2644,5
1023,2011,Chikmangaluru,6631,3522.8,26.8,Black,Basin,33.0,50.0,Coconut,44235,5
1024,2012,Chikmangaluru,6705,3522.8,37.0,Black,Basin,14.0,54.0,Coconut,203317,5
1025,2013,Chikmangaluru,5876,3522.8,37.0,Red,Basin,56.0,53.0,Coconut,2134,5
1026,2014,Chikmangaluru,326,3729.8,37.0,Red,Basin,26.0,52.0,Coconut,45186,5
1027,2015,Chikmangaluru,6470,3729.8,38.0,Red,Basin,98.0,51.0,Coconut,238542,5
1028,2016,Chikmangaluru,6709,3729.8,38.0,Red,Basin,3.0,57.0,Coconut,1516,5
1029,2017,Chikmangaluru,6186,2746.2,38.0,Red,Basin,58637.0,57.0,Coconut,57259,5
1030,2017,Chikmangaluru,6503,2746.2,39.0,Red,Basin,59777.0,60.0,Coconut,234779,5
1031,2016,Chikmangaluru,5220,2746.2,39.0,Red,Basin,60528.0,57.0,Coconut,1493,5
1032,2017,Chikmangaluru,4677,3360.0,39.0,Red,Basin,61126.0,57.0,Coconut,64409,5
1033,2018,Chikmangaluru,4803,3360.0,40.0,Red,Basin,623687.0,54.0,Coconut,249978,5
1034,2013,Chikmangaluru,3739,3360.0,40.0,Red,Basin,63504.0,54.5,Coconut,637,5
1035,2014,Chikmangaluru,3529,3605.4,40.0,Red,Basin,63931.0,56.6,Coconut,43311,5
1036,2015,Chikmangaluru,3649,3605.4,41.0,Red,Basin,73730.0,55.5,Coconut,24848,5
1037,2016,Chikmangaluru,1374,3605.4,41.0,Red,Basin,118416.0,58.5,Coconut,761,5
1038,2017,Chikmangaluru,1279,3512.4,41.0,Red,Basin,130132.0,59.5,Coconut,45608,5
1039,2018,Chikmangaluru,13283,3512.4,42.0,Red,Basin,154889.0,55.0,Coconut,234581,5
1040,2004,Chikmangaluru,52119,3512.4,42.0,Red,Basin,171739.0,53.0,Coconut,646,5
1041,2005,Hassan,725,3296.0,42.0,Red,Spray,172475.0,53.5,Coconut,43562,5
1042,2006,Hassan,12885,3296.0,43.0,Red,Spray,177939.0,52.5,Coconut,200000,5
1043,2007,Hassan,51179,3296.0,43.0,Red,Spray,313547.0,56.0,Coconut,4847,5
1044,2008,Hassan,468,3550.0,128.0,Red,Spray,2783.0,57.0,Coconut,51239,5
1045,2009,Hassan,11841,3550.0,129.0,Red,Spray,1533.0,57.5,Coconut,216396,5
1046,2010,Hassan,50975,3550.0,130.0,Red,Spray,1647.0,57.0,Coconut,2644,5
